data,ano,mes,nome_mes,trimestre,numero_pedido,sku,produto,categoria,subcategoria,unidade,cliente,segmento,porte,cidade,estado,regiao,vendedor,equipe,regional,canal,quantidade,quantidade_dev,preco_unitario,desconto_pct,receita_bruta,receita_liquida,custo_total,margem_bruta,meta_quantidade,meta_receita
2023-05-16,2023,5,May,2,PED-2023-03591,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Televendas,8.501,0.0,10.0927,0,85.8,85.8,44.62,41.18,9.173,91.25
2023-05-16,2023,5,May,2,PED-2023-04947,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,E-commerce,19.999,0.0,55.3706,0,1107.36,1107.36,553.68,553.68,20.865,1222.21
2023-05-16,2023,5,May,2,PED-2023-03659,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,Televendas,22.689,0.0,65.332,7,1482.32,1378.56,652.22,726.34,21.641,1356.55
2023-05-16,2023,5,May,2,PED-2023-03781,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Televendas,11.469,0.0,45.3109,2,519.67,509.28,270.23,239.05,11.128,576.36
2023-05-16,2023,5,May,2,PED-2023-00248,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe CO,Centro-Oeste,Centro-Oeste,Televendas,16.502,0.0,75.238,10,1241.58,1117.42,595.96,521.46,18.231,1252.69
2023-05-16,2023,5,May,2,PED-2023-07329,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,7.192,0.0,47.9042,5,344.53,327.3,165.37,161.93,7.461,322.64
2023-05-16,2023,5,May,2,PED-2023-00377,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,22.667,0.0,57.9631,2,1313.85,1287.57,656.92,630.65,21.961,1257.41
2023-05-16,2023,5,May,2,PED-2023-03688,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sul,Sul,Sul,Distribuidor,17.338,0.0,27.4593,0,476.09,476.09,214.24,261.85,16.002,466.75
2023-05-16,2023,5,May,2,PED-2023-03188,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sul,Sul,Sul,Direto,22.243,0.0,77.7806,0,1730.07,1730.07,830.43,899.64,20.519,1748.27
2023-05-16,2023,5,May,2,PED-2023-05714,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,4.832,0.0,57.0271,3,275.55,267.28,115.73,151.55,5.327,243.29
2023-05-16,2023,5,May,2,PED-2023-03701,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sul,Sul,Sul,Distribuidor,11.493,0.0,19.0606,5,219.06,208.11,83.24,124.87,12.939,212.85
2023-05-16,2023,5,May,2,PED-2023-02760,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sul,Sul,Sul,Distribuidor,11.032,0.0,69.7214,3,769.17,746.09,338.43,407.66,11.124,773.58
2023-05-16,2023,5,May,2,PED-2023-07711,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,12.607,0.63,9.6082,0,121.13,121.13,62.99,58.14,12.601,132.91
2023-05-16,2023,5,May,2,PED-2023-04598,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sul,Sul,Sul,Distribuidor,8.805,0.0,18.1678,3,159.97,155.17,60.79,94.38,10.112,177.25
2023-05-17,2023,5,May,2,PED-2023-03985,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,8.079,0.0,60.3851,2,487.85,478.09,204.9,273.19,7.371,530.29
2023-05-17,2023,5,May,2,PED-2023-05143,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,8.387,0.0,30.545,3,256.18,248.49,148.58,99.91,9.069,224.32
2023-05-17,2023,5,May,2,PED-2023-02803,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sul,Sul,Sul,E-commerce,19.498,0.0,44.839,5,874.27,830.56,454.62,375.94,22.374,868.2
2023-05-17,2023,5,May,2,PED-2023-02062,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe CO,Centro-Oeste,Centro-Oeste,Distribuidor,17.322,0.0,63.4595,3,1099.25,1066.27,461.69,604.58,16.325,1035.69
2023-05-17,2023,5,May,2,PED-2023-02714,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,16.283,0.0,37.7953,2,615.42,603.11,381.56,221.55,18.452,650.63
2023-05-17,2023,5,May,2,PED-2023-03714,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Distribuidor,8.068,0.0,59.1656,7,477.35,443.94,200.49,243.45,7.51,451.41
2023-05-17,2023,5,May,2,PED-2023-00623,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,34.087,0.0,57.9264,0,1974.54,1974.54,987.27,987.27,32.222,2084.5
2023-05-18,2023,5,May,2,PED-2023-05111,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Distribuidor,7.537,0.0,59.6439,2,449.54,440.55,224.77,215.78,8.496,489.09
2023-05-18,2023,5,May,2,PED-2023-04515,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sul,Sul,Sul,Distribuidor,11.796,0.0,62.6427,10,738.93,665.04,325.13,339.91,10.919,735.35
2023-05-18,2023,5,May,2,PED-2023-00397,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,Direto,7.358,0.0,34.0566,2,250.59,245.58,145.34,100.24,7.528,256.46
2023-05-18,2023,5,May,2,PED-2023-02645,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sul,Sul,Sul,E-commerce,13.182,0.0,47.7593,7,629.56,585.49,302.19,283.3,13.867,672.8
2023-05-18,2023,5,May,2,PED-2023-05558,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,E-commerce,5.443,0.0,43.4187,3,236.33,229.24,122.89,106.35,6.183,259.88
2023-05-18,2023,5,May,2,PED-2023-05669,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,11.222,0.0,38.3836,2,430.74,422.13,279.98,142.15,11.739,406.1
2023-05-18,2023,5,May,2,PED-2023-02910,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sul,Sul,Sul,Direto,19.37,0.0,33.8404,0,655.49,655.49,380.18,275.31,18.148,641.55
2023-05-18,2023,5,May,2,PED-2023-07597,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,E-commerce,8.391,0.0,60.1427,0,504.66,504.66,211.96,292.7,8.155,577.33
2023-05-18,2023,5,May,2,PED-2023-02403,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,12.982,0.0,36.3464,2,471.85,462.41,306.7,155.71,12.959,493.61
2023-05-18,2023,5,May,2,PED-2023-06942,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,15.047,0.0,10.2091,3,153.62,149.01,79.88,69.13,17.097,170.28
2023-05-18,2023,5,May,2,PED-2023-05759,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Televendas,17.343,0.0,9.6173,7,166.79,155.11,86.73,68.38,18.056,142.33
2023-05-18,2023,5,May,2,PED-2023-03461,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sudeste,Sudeste,Sudeste,Direto,10.992,0.0,37.3173,5,410.19,389.68,254.32,135.36,10.737,396.06
2023-05-18,2023,5,May,2,PED-2023-04800,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,12.764,0.0,33.6864,0,429.97,429.97,249.38,180.59,14.437,485.7
2023-05-18,2023,5,May,2,PED-2023-05513,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sul,Sul,Sul,Distribuidor,15.03,0.0,70.5882,0,1060.94,1060.94,466.81,594.13,16.42,985.45
2023-05-18,2023,5,May,2,PED-2023-06433,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,12.393,0.0,36.9088,2,457.41,448.26,283.59,164.67,13.431,479.56
2023-05-18,2023,5,May,2,PED-2023-07162,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sul,Sul,Sul,Televendas,9.369,0.0,57.6502,5,540.13,513.12,226.85,286.27,9.773,589.33
2023-05-18,2023,5,May,2,PED-2023-06083,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sul,Sul,Sul,Televendas,4.379,0.0,30.5173,3,133.64,129.63,60.14,69.49,3.945,131.26
2023-05-19,2023,5,May,2,PED-2023-02203,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,33.596,0.0,71.139,5,2389.99,2270.49,1051.6,1218.89,36.431,2116.17
2023-05-19,2023,5,May,2,PED-2023-02075,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sul,Sul,Sul,Direto,13.602,0.0,37.697,3,512.75,497.37,317.9,179.47,15.565,520.02
2023-05-19,2023,5,May,2,PED-2023-02790,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sul,Sul,Sul,Televendas,16.659,0.0,70.8332,7,1180.01,1097.41,519.2,578.21,18.833,1002.59
2023-05-19,2023,5,May,2,PED-2023-03584,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,22.46,0.0,65.5924,5,1473.21,1399.55,648.21,751.34,23.965,1486.96
2023-05-19,2023,5,May,2,PED-2023-06219,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Sudeste,Sudeste,Sudeste,E-commerce,11.255,0.0,43.2854,5,487.18,462.82,233.85,228.97,11.458,526.1
2023-05-19,2023,5,May,2,PED-2023-00717,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,14.537,0.0,78.0191,3,1134.16,1100.14,544.4,555.74,14.645,1196.36
2023-05-19,2023,5,May,2,PED-2023-06898,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sul,Sul,Sul,Direto,22.795,0.0,68.783,5,1567.91,1489.51,752.6,736.91,21.08,1396.51
2023-05-19,2023,5,May,2,PED-2023-07030,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sul,Sul,Sul,E-commerce,12.954,0.0,44.0908,2,571.15,559.73,274.15,285.58,14.052,553.02
2023-05-19,2023,5,May,2,PED-2023-04539,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sul,Sul,Sul,E-commerce,22.362,0.0,45.584,10,1019.35,917.42,489.29,428.13,22.698,921.8
2023-05-19,2023,5,May,2,PED-2023-06608,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,5.399,0.0,67.3994,2,363.89,356.61,160.11,196.5,5.391,379.25
2023-05-19,2023,5,May,2,PED-2023-06712,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,Televendas,8.158,0.0,59.3639,3,484.29,469.76,203.4,266.36,9.377,432.22
2023-05-19,2023,5,May,2,PED-2023-01398,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Rede Hiper Sul,Varejo,Grande,Porto Alegre,RS,Sul,Equipe Sudeste,Sudeste,Sudeste,Direto,5.857,0.0,39.9086,7,233.74,217.38,151.93,65.45,5.477,234.59
2023-05-19,2023,5,May,2,PED-2023-03244,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sul,Sul,Sul,Televendas,23.009,0.0,10.3056,0,237.12,237.12,123.3,113.82,21.412,258.41
2023-05-20,2023,5,May,2,PED-2023-04008,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,15.514,0.0,19.6688,0,305.14,305.14,115.95,189.19,17.513,275.37
2023-05-20,2023,5,May,2,PED-2023-04223,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sudeste,Sudeste,Sudeste,Televendas,20.124,0.0,52.9738,2,1066.04,1044.72,533.02,511.7,21.153,1064.86
2023-05-20,2023,5,May,2,PED-2023-06297,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,24.639,0.0,63.3463,3,1560.79,1513.97,655.53,858.44,23.594,1534.75
2023-05-20,2023,5,May,2,PED-2023-07253,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Televendas,18.818,0.0,27.7794,0,522.75,522.75,235.24,287.51,18.036,502.45
2023-05-20,2023,5,May,2,PED-2023-06250,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Distribuidor,11.275,0.0,32.0053,3,360.86,350.03,209.3,140.73,10.32,327.22
2023-05-20,2023,5,May,2,PED-2023-05422,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,18.978,0.0,40.1234,5,761.46,723.39,395.96,327.43,21.165,803.59
2023-05-20,2023,5,May,2,PED-2023-03499,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sul,Sul,Sul,Direto,8.45,0.0,75.8551,0,640.98,640.98,307.67,333.31,8.768,676.29
2023-05-20,2023,5,May,2,PED-2023-01140,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Televendas,22.251,0.0,17.7528,2,395.02,387.12,150.11,237.01,22.131,420.97
2023-05-20,2023,5,May,2,PED-2023-03257,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sul,Sul,Sul,Televendas,13.814,0.0,46.4621,2,641.83,628.99,308.08,320.91,14.931,661.67
2023-05-20,2023,5,May,2,PED-2023-07606,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Mercearia São João,Varejo,Pequeno,Florianópolis,SC,Sul,Equipe Sul,Sul,Sul,Direto,13.698,0.0,36.6565,0,502.12,502.12,326.38,175.74,15.587,535.66
2023-05-22,2023,5,May,2,PED-2023-00130,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,28.402,0.0,58.0191,10,1647.86,1483.07,692.1,790.97,26.447,1676.18
2023-05-22,2023,5,May,2,PED-2023-02518,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sudeste,Sudeste,Sudeste,Direto,8.594,0.172,60.01,2,515.73,505.42,216.61,288.81,9.45,512.82
2023-05-22,2023,5,May,2,PED-2023-03712,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,Distribuidor,15.503,0.0,69.029,3,1070.16,1038.06,513.68,524.38,14.465,953.12
2023-05-22,2023,5,May,2,PED-2023-00658,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sul,Sul,Sul,E-commerce,28.574,0.0,67.266,3,1922.06,1864.4,845.71,1018.69,29.637,1855.07
2023-05-22,2023,5,May,2,PED-2023-02603,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Direto,25.86,0.0,31.8089,0,822.58,822.58,477.1,345.48,25.958,869.61
2023-05-22,2023,5,May,2,PED-2023-01942,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Sul,Sul,Sul,Distribuidor,12.387,0.0,76.1125,5,942.81,895.67,452.55,443.12,12.728,903.23
2023-05-22,2023,5,May,2,PED-2023-02443,BEV-002,Água Mineral 500ml,Bebidas,Água,CX24,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe Sul,Sul,Sul,E-commerce,6.769,0.0,19.7358,2,133.59,130.92,50.76,80.16,7.678,137.02
2023-05-22,2023,5,May,2,PED-2023-03475,BEV-001,Suco de Laranja 1L,Bebidas,Sucos,CX12,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,Distribuidor,23.173,0.0,44.3544,2,1027.82,1007.26,534.47,472.79,21.56,973.44
2023-05-22,2023,5,May,2,PED-2023-03851,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe CO,Centro-Oeste,Centro-Oeste,Direto,14.998,0.0,36.6484,5,549.65,522.17,357.27,164.9,14.524,544.47
2023-05-22,2023,5,May,2,PED-2023-01982,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sudeste,Sudeste,Sudeste,E-commerce,11.204,0.0,37.4222,0,419.28,419.28,272.53,146.75,11.506,481.99
2023-05-22,2023,5,May,2,PED-2023-01892,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sudeste,Sudeste,Sudeste,Televendas,15.251,0.0,28.2718,2,431.17,422.55,194.03,228.52,16.874,479.25
2023-05-22,2023,5,May,2,PED-2023-06953,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,14.176,0.709,73.71,3,1044.91,1013.56,501.56,512.0,14.645,1085.96
2023-05-22,2023,5,May,2,PED-2023-06866,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,6.987,0.0,58.4895,7,408.67,380.06,204.34,175.72,6.991,353.64
2023-05-22,2023,5,May,2,PED-2023-05144,LAT-002,Iogurte Natural 170g,Laticínios,Iogurte,CX12,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sul,Sul,Sul,Televendas,6.738,0.0,34.3256,5,231.29,219.73,134.15,85.58,6.65,232.83
2023-05-22,2023,5,May,2,PED-2023-02176,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Makro Sudeste,Atacado,Grande,São Paulo,SP,Sudeste,Equipe Sul,Sul,Sul,E-commerce,21.959,0.0,64.7541,0,1421.93,1421.93,597.21,824.72,20.257,1381.6
2023-05-22,2023,5,May,2,PED-2023-04922,BEV-003,Refrigerante Cola 2L,Bebidas,Refrigerantes,CX6,Restaurantes União,Food Service,Grande,Belo Horizonte,MG,Sudeste,Equipe Sul,Sul,Sul,Distribuidor,15.011,0.0,27.092,0,406.68,406.68,183.01,223.67,15.338,366.02
2023-05-22,2023,5,May,2,PED-2023-04860,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Distribuidora Norte Ltda,Distribuidor,Médio,Belém,PA,Norte,Equipe Sul,Sul,Sul,E-commerce,14.904,0.0,36.6706,2,546.54,535.61,355.25,180.36,15.446,524.91
2023-05-22,2023,5,May,2,PED-2023-01678,LAT-001,Leite Integral UHT 1L,Laticínios,Leite,CX12,Supermercado Econômico,Varejo,Médio,Londrina,PR,Sul,Equipe Sudeste,Sudeste,Sudeste,E-commerce,20.452,0.0,36.6148,3,748.85,726.38,486.75,239.63,18.941,764.97
2023-05-22,2023,5,May,2,PED-2023-03018,LAT-003,Queijo Mussarela KG,Laticínios,Queijos,UN,Food Service Express,Food Service,Médio,Rio de Janeiro,RJ,Sudeste,Equipe Sul,Sul,Sul,Televendas,20.735,0.0,34.5613,2,716.63,702.3,444.31,257.99,23.845,745.17
2023-05-22,2023,5,May,2,PED-2023-02584,BEV-004,Isotônico Limão 500ml,Bebidas,Funcionais,CX12,Cash & Carry Nordeste,Atacado,Médio,Salvador,BA,Nordeste,Equipe Sudeste,Sudeste,Sudeste,Direto,9.972,0.0,57.5769,3,574.16,556.94,287.08,269.86,11.298,588.68
2023-05-22,2023,5,May,2,PED-2023-06893,SNK-002,Amendoim Torrado 200g,Snacks,Nuts,CX20,Distribuidora Alfa,Distribuidor,Grande,Campinas,SP,Sudeste,Equipe Sudeste,Sudeste,Sudeste,Televendas,6.433,0.322,65.413,0,420.8,420.8,176.74,244.06,5.964,379.77
2023-05-22,2023,5,May,2,PED-2023-06629,SNK-001,Batata Chips 100g,Snacks,Salgados,CX24,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe CO,Centro-Oeste,Centro-Oeste,E-commerce,30.332,0.0,77.6205,2,2354.39,2307.3,1130.11,1177.19,34.831,2489.93
2023-05-22,2023,5,May,2,PED-2023-01316,SNK-003,Biscoito Cream Cracker,Snacks,Biscoitos,CX30,Atacadão Centro-Oeste,Atacado,Grande,Goiânia,GO,Centro-Oeste,Equipe Sul,Sul,Sul,Distribuidor,10.545,0.0,65.8688,2,694.59,680.7,305.62,375.08,10.375,778.72
2023-05-22,2023,5,May,2,PED-2023-05816,GRA-002,Feijão Carioca 1kg,Grãos,Feijão,SC,Grupo Varejo NE,Varejo,Grande,Recife,PE,Nordeste,Equipe Norte/NE,Norte/Nordeste,Norte/Nordeste,E-commerce,15.958,0.0,9.4005,0,150.01,150.01,78.01,72.0,17.296,165.71
2023-05-22,2023,5,May,2,PED-2023-06888,PAD-001,Macarrão Espaguete 500g,Padaria/Massas,Massas,CX20,Supermercado Boa Sorte,Varejo,Médio,Curitiba,PR,Sul,Equipe CO,Centro-Oeste,Centro-Oeste,Distribuidor,20.438,0.0,47.4142,0,969.05,969.05,465.14,503.91,22.214,873.07
